Lmod has detected the following error: A different version of the 'GCCcore'
module is already loaded (see output of 'ml').
You should load another 'GCC' module that is compatible with the currently
loaded version of 'GCCcore'.
Use 'ml spider GCC' to get an overview of the available versions.


If you don't understand the warning or error, contact the helpdesk at
hpc@vub.be 
While processing the following module(s):
    Module fullname        Module Filename
    ---------------        ---------------
    GCC/12.3.0             /apps/brussel/RL8/skylake/modules/2023a/all/GCC/12.3.0.lua
    gfbf/2023a             /apps/brussel/RL8/skylake/modules/2023a/all/gfbf/2023a.lua
    sympy/1.12-gfbf-2023a  /apps/brussel/RL8/skylake/modules/2023a/all/sympy/1.12-gfbf-2023a.lua


Due to MODULEPATH changes, the following have been reloaded:
  1) OpenSSL/1.1

== Dataset=Boston Housing X.shape=(506, 13) LogScore/Normal
[iter 0] loss=3.6606 val_loss=0.0000 scale=1.0000 norm=6.8427
[iter 100] loss=2.7489 val_loss=0.0000 scale=2.0000 norm=5.1619
[iter 200] loss=2.1824 val_loss=0.0000 scale=2.0000 norm=3.4418
[iter 300] loss=1.8918 val_loss=0.0000 scale=2.0000 norm=2.9268
[iter 400] loss=1.7507 val_loss=0.0000 scale=1.0000 norm=1.3560
[iter 500] loss=1.6441 val_loss=0.0000 scale=1.0000 norm=1.2667
[iter 600] loss=1.5586 val_loss=0.0000 scale=1.0000 norm=1.1980
[iter 700] loss=1.4893 val_loss=0.0000 scale=1.0000 norm=1.1456
[iter 800] loss=1.4238 val_loss=0.0000 scale=1.0000 norm=1.0966
[iter 900] loss=1.3550 val_loss=0.0000 scale=1.0000 norm=1.0448
[iter 1000] loss=1.2922 val_loss=0.0000 scale=1.0000 norm=1.0013
[iter 1100] loss=1.2268 val_loss=0.0000 scale=1.0000 norm=0.9604
[iter 1200] loss=1.1625 val_loss=0.0000 scale=1.0000 norm=0.9223
[iter 1300] loss=1.1109 val_loss=0.0000 scale=1.0000 norm=0.8932
[iter 1400] loss=1.0641 val_loss=0.0000 scale=0.5000 norm=0.4325
[iter 1500] loss=1.0217 val_loss=0.0000 scale=0.2500 norm=0.2100
[iter 1600] loss=0.9778 val_loss=0.0000 scale=1.0000 norm=0.8148
[iter 1700] loss=0.9476 val_loss=0.0000 scale=0.2500 norm=0.1997
[iter 1800] loss=0.9192 val_loss=0.0000 scale=0.5000 norm=0.3917
[iter 1900] loss=0.8831 val_loss=0.0000 scale=0.5000 norm=0.3818
[iter 0] loss=3.6519 val_loss=0.0000 scale=1.0000 norm=6.8279
[iter 100] loss=2.7162 val_loss=0.0000 scale=2.0000 norm=5.0192
[iter 200] loss=2.1752 val_loss=0.0000 scale=2.0000 norm=3.4824
[iter 300] loss=1.9309 val_loss=0.0000 scale=1.0000 norm=1.5223
[iter 400] loss=1.8022 val_loss=0.0000 scale=1.0000 norm=1.4088
[iter 500] loss=1.7142 val_loss=0.0000 scale=1.0000 norm=1.3347
[iter 600] loss=1.6417 val_loss=0.0000 scale=1.0000 norm=1.2716
[iter 700] loss=1.5824 val_loss=0.0000 scale=1.0000 norm=1.2216
[iter 800] loss=1.5287 val_loss=0.0000 scale=1.0000 norm=1.1762
[iter 900] loss=1.4790 val_loss=0.0000 scale=1.0000 norm=1.1373
[iter 1000] loss=1.4272 val_loss=0.0000 scale=1.0000 norm=1.0972
[iter 1100] loss=1.3738 val_loss=0.0000 scale=2.0000 norm=2.1149
[iter 1200] loss=1.3252 val_loss=0.0000 scale=1.0000 norm=1.0251
[iter 1300] loss=1.2773 val_loss=0.0000 scale=0.5000 norm=0.4969
[iter 1400] loss=1.2423 val_loss=0.0000 scale=1.0000 norm=0.9712
[iter 1500] loss=1.1973 val_loss=0.0000 scale=1.0000 norm=0.9436
[iter 1600] loss=1.1625 val_loss=0.0000 scale=1.0000 norm=0.9238
[iter 1700] loss=1.1399 val_loss=0.0000 scale=0.5000 norm=0.4546
[iter 1800] loss=1.1124 val_loss=0.0000 scale=1.0000 norm=0.8927
[iter 1900] loss=1.0750 val_loss=0.0000 scale=1.0000 norm=0.8712
[1/20] BestIter=609 RMSE: Val=2.8538 Test=2.4558 NLL: Test=2.9324
[iter 0] loss=3.6511 val_loss=0.0000 scale=1.0000 norm=6.7890
[iter 100] loss=2.7166 val_loss=0.0000 scale=2.0000 norm=4.9680
[iter 200] loss=2.1439 val_loss=0.0000 scale=2.0000 norm=3.3363
[iter 300] loss=1.8631 val_loss=0.0000 scale=1.0000 norm=1.4291
[iter 400] loss=1.7393 val_loss=0.0000 scale=1.0000 norm=1.3258
[iter 500] loss=1.6566 val_loss=0.0000 scale=2.0000 norm=2.5201
[iter 600] loss=1.5824 val_loss=0.0000 scale=1.0000 norm=1.2015
[iter 700] loss=1.5206 val_loss=0.0000 scale=2.0000 norm=2.3054
[iter 800] loss=1.4641 val_loss=0.0000 scale=1.0000 norm=1.1109
[iter 900] loss=1.4024 val_loss=0.0000 scale=1.0000 norm=1.0646
[iter 1000] loss=1.3393 val_loss=0.0000 scale=1.0000 norm=1.0197
[iter 1100] loss=1.2805 val_loss=0.0000 scale=1.0000 norm=0.9751
[iter 1200] loss=1.2171 val_loss=0.0000 scale=1.0000 norm=0.9328
