Lmod has detected the following error: A different version of the 'GCCcore'
module is already loaded (see output of 'ml').
You should load another 'GCC' module that is compatible with the currently
loaded version of 'GCCcore'.
Use 'ml spider GCC' to get an overview of the available versions.


If you don't understand the warning or error, contact the helpdesk at
hpc@vub.be 
While processing the following module(s):
    Module fullname        Module Filename
    ---------------        ---------------
    GCC/12.3.0             /apps/brussel/RL8/skylake/modules/2023a/all/GCC/12.3.0.lua
    gfbf/2023a             /apps/brussel/RL8/skylake/modules/2023a/all/gfbf/2023a.lua
    sympy/1.12-gfbf-2023a  /apps/brussel/RL8/skylake/modules/2023a/all/sympy/1.12-gfbf-2023a.lua


Due to MODULEPATH changes, the following have been reloaded:
  1) OpenSSL/1.1

== Dataset=Energy Efficiency X.shape=(768, 8) LogScore/Normal
[iter 0] loss=3.7303 val_loss=0.0000 scale=1.0000 norm=9.1322
[iter 100] loss=2.7981 val_loss=0.0000 scale=2.0000 norm=4.6486
[iter 200] loss=1.9269 val_loss=0.0000 scale=2.0000 norm=1.9954
[iter 300] loss=1.1442 val_loss=0.0000 scale=2.0000 norm=1.3741
[iter 400] loss=0.6127 val_loss=0.0000 scale=1.0000 norm=0.5872
[iter 500] loss=0.3702 val_loss=0.0000 scale=1.0000 norm=0.5625
[iter 600] loss=0.2568 val_loss=0.0000 scale=1.0000 norm=0.5624
[iter 700] loss=0.2050 val_loss=0.0000 scale=1.0000 norm=0.5645
[iter 800] loss=0.1756 val_loss=0.0000 scale=0.5000 norm=0.2813
[iter 900] loss=0.1613 val_loss=0.0000 scale=0.1250 norm=0.0697
[iter 1000] loss=0.1562 val_loss=0.0000 scale=0.5000 norm=0.2780
[iter 1100] loss=0.1540 val_loss=0.0000 scale=0.0078 norm=0.0043
[iter 1200] loss=0.1532 val_loss=0.0000 scale=0.0005 norm=0.0003
[iter 1300] loss=0.1532 val_loss=0.0000 scale=0.0005 norm=0.0003
[iter 1400] loss=0.1532 val_loss=0.0000 scale=0.0005 norm=0.0003
[iter 1500] loss=0.1532 val_loss=0.0000 scale=0.0005 norm=0.0003
[iter 1600] loss=0.1532 val_loss=0.0000 scale=0.0005 norm=0.0003
[iter 1700] loss=0.1532 val_loss=0.0000 scale=0.0005 norm=0.0003
[iter 1800] loss=0.1532 val_loss=0.0000 scale=0.0005 norm=0.0003
[iter 1900] loss=0.1532 val_loss=0.0000 scale=0.0005 norm=0.0003
[iter 0] loss=3.7297 val_loss=0.0000 scale=1.0000 norm=9.1446
[iter 100] loss=2.8182 val_loss=0.0000 scale=2.0000 norm=4.7533
[iter 200] loss=1.9451 val_loss=0.0000 scale=2.0000 norm=2.0272
[iter 300] loss=1.1662 val_loss=0.0000 scale=2.0000 norm=1.3914
[iter 400] loss=0.6358 val_loss=0.0000 scale=2.0000 norm=1.1930
[iter 500] loss=0.4114 val_loss=0.0000 scale=2.0000 norm=1.1476
[iter 600] loss=0.2949 val_loss=0.0000 scale=2.0000 norm=1.1462
[iter 700] loss=0.2429 val_loss=0.0000 scale=0.5000 norm=0.2886
[iter 800] loss=0.2145 val_loss=0.0000 scale=0.5000 norm=0.2863
[iter 900] loss=0.1972 val_loss=0.0000 scale=0.2500 norm=0.1431
[iter 1000] loss=0.1813 val_loss=0.0000 scale=0.2500 norm=0.1431
[iter 1100] loss=0.1743 val_loss=0.0000 scale=1.0000 norm=0.5724
[iter 1200] loss=0.1740 val_loss=0.0000 scale=0.0010 norm=0.0006
[iter 1300] loss=0.1722 val_loss=0.0000 scale=0.0010 norm=0.0006
[iter 1400] loss=0.1711 val_loss=0.0000 scale=0.0010 norm=0.0006
[iter 1500] loss=0.1711 val_loss=0.0000 scale=0.0010 norm=0.0006
[iter 1600] loss=0.1699 val_loss=0.0000 scale=0.0010 norm=0.0006
[iter 1700] loss=0.1699 val_loss=0.0000 scale=0.0010 norm=0.0006
[iter 1800] loss=0.1699 val_loss=0.0000 scale=0.0010 norm=0.0006
[iter 1900] loss=0.1699 val_loss=0.0000 scale=0.0010 norm=0.0006
[1/20] BestIter=2000 RMSE: Val=0.5168 Test=0.4012 NLL: Test=0.3469
[iter 0] loss=3.7316 val_loss=0.0000 scale=1.0000 norm=9.1751
[iter 100] loss=2.7875 val_loss=0.0000 scale=2.0000 norm=4.5162
[iter 200] loss=1.9138 val_loss=0.0000 scale=2.0000 norm=1.9767
[iter 300] loss=1.1171 val_loss=0.0000 scale=2.0000 norm=1.3372
[iter 400] loss=0.5602 val_loss=0.0000 scale=2.0000 norm=1.1406
[iter 500] loss=0.3055 val_loss=0.0000 scale=1.0000 norm=0.5509
[iter 600] loss=0.1879 val_loss=0.0000 scale=0.5000 norm=0.2763
[iter 700] loss=0.1370 val_loss=0.0000 scale=1.0000 norm=0.5537
[iter 800] loss=0.1121 val_loss=0.0000 scale=0.0312 norm=0.0174
[iter 900] loss=0.1050 val_loss=0.0000 scale=0.0010 norm=0.0005
[iter 1000] loss=0.1050 val_loss=0.0000 scale=0.0010 norm=0.0005
[iter 1100] loss=0.0947 val_loss=0.0000 scale=0.5000 norm=0.2769
[iter 1200] loss=0.0751 val_loss=0.0000 scale=0.2500 norm=0.1377
[iter 1300] loss=0.0641 val_loss=0.0000 scale=0.5000 norm=0.2752
[iter 1400] loss=0.0503 val_loss=0.0000 scale=1.0000 norm=0.5495
