dset,RMSE-mean,RMSE-std,NLL-mean,NLL-std,CRPS-mean,CRPS-std,CRPS-calibration-mean,CRPS-calibration-std,CRPS-sharpness-mean,CRPS-sharpness-std,time_run,time_HP,WQL01-mean,WQL01-std,WQL05-mean,WQL05-std,WQL09-mean,WQL09-std,WQL_avg-mean,WQL_avg-std
elevators,0.0022020834969136145,6.870952330828625e-05,-4.76358917388924,0.017279474407693483,0.0011779355296772402,1.9872356561469144e-05,0.0023900741734709016,2.1063552213671953e-05,0.0012121386437936618,1.1062139733250582e-05,5.40319577852885,594.5166184902191,0.0003410044463622318,9.491343267261557e-06,0.0008088642799609741,1.0424656353796517e-05,0.0004136183185935105,1.4272042725849834e-05,0.0005211623483055721,9.021361119655367e-06
wine_quality,0.6897681,0.024216054,1.0296466494961902,0.03524140485707787,0.38390596333327776,0.015403907756634954,0.716582058527546,0.019781149525578468,0.3326760951942683,0.007269336516766737,1.5533315340677898,556.302726984024,0.11717307276692833,0.0034745730184022397,0.27140782009936243,0.010874995578243639,0.11817539960312029,0.006336385160889947,0.16891876415647036,0.006284109067813262
cpu_act,3.1145585,0.18491225,2.303913809472313,0.04117824610573955,1.4953411411300126,0.05362397225757724,2.8007160452277953,0.0915907569036229,1.3053749040977825,0.04200589373132709,3.298416641023424,1295.4072844982147,0.5046337037531686,0.021178500442413664,1.0492922563005191,0.03778187905246527,0.41936630672128694,0.021599829889450597,0.6577640889249917,0.023023061599822148
Ailerons,0.00016151899783909302,6.627917371857747e-06,-7.267705333545133,0.026435695987122067,8.958373064227093e-05,2.4849598831017555e-06,0.00020528513565264562,2.5628631709568377e-06,0.00011570140501037473,1.2326650900555803e-06,5.9728668000963,339.4771704673767,3.245835337313161e-05,8.764753200831002e-07,5.7243551297100135e-05,1.940186591305121e-06,3.098463539441685e-05,9.412158509721462e-07,4.02288466882162e-05,1.1046834416493682e-06
houses,0.23446608774713087,0.007869370808116727,-0.15490166850557155,0.04577589797089531,0.11973317012551396,0.0029212190916833897,0.2263642619403116,0.003118491605099189,0.10663109181479763,0.001555189336003082,2.0912116368611655,1029.1715233325958,0.037218161206327045,0.0011393132917634113,0.08236553722661949,0.0016314363668598801,0.039947671407032384,0.0018180616848809312,0.05317712327999297,0.0013005762898402012
Brazilian_houses,0.06746433994393428,0.034131425961511225,-2.5377496573130927,0.2332998616809265,0.013637336692423903,0.0022703583570541095,0.027270936978103472,0.007061920488097445,0.01363360028567957,0.005307705361554978,4.438660224278768,825.0061373710632,0.0046231154525251264,0.0010300406397046836,0.008858620300577023,0.0013992110563794736,0.005279069862069355,0.0013178520472992017,0.006253601871723834,0.0011324662746789252
house_16H,0.5908521180594826,0.0638402602515755,0.422490346969293,0.07173019836552098,0.22409327594925982,0.007278696399835478,0.4172429648012264,0.009211729965348829,0.1931496888519666,0.0035711424199025223,3.0553479459550648,1390.8488655090332,0.07028141353169548,0.0041909989251494775,0.1557889134521333,0.004474624749847414,0.07155557549025714,0.0024946858318304374,0.09920863415802864,0.003288438290417987
sulfur,0.02012930943895951,0.0033463966191452934,-2.8368633670656465,0.11336536552749518,0.008415353959554193,0.00045662305787122704,0.01674051348240629,0.0008580299483850983,0.008325159522852097,0.0006099461496431705,0.49833183818393284,503.23371982574463,0.002634504284160189,0.0001133091496658952,0.005772524948811756,0.00029403679337546034,0.0028266940219579284,0.0003418892685218377,0.0037445744183099584,0.000226422913273437
pol,7.6614738,0.5638681,2.5436079877399824,0.2421931400599333,2.5968194530251294,0.2272232444849087,4.929397726391585,0.5487043956895099,2.3325782733664564,0.3440131137053259,11.270056168238321,3357.951711654663,0.8214189797440211,0.09000663491612276,1.8251939478457595,0.16430803414860098,0.8511355154722403,0.07304690573223378,1.1659161476873403,0.10549015824643833
house_sales,0.1800747732872858,0.002776336213900669,-0.4008025743869641,0.021795762208866816,0.09362340393198455,0.0017499468140657769,0.18358356431004574,0.0015883264358636784,0.08996016037806122,0.0007599993649769845,1.7195617357889812,1035.976354598999,0.03185171546548408,0.000537546915615104,0.06360523998832213,0.001268774775944507,0.029298194097257375,0.0006744048623053802,0.04158504985035452,0.000773901578183868
yprop_4_1,0.028703033727759286,0.004712175612968345,-2.129300421970172,0.2549973659812754,0.014897788245852386,0.0007272366639978796,0.029747791758349587,0.0010339456736423345,0.0148500035124972,0.000703658392973659,0.7194368574354384,441.6278417110443,0.003950636232741233,0.00032373476149846796,0.009837723675609061,0.0004291565851880195,0.006320534511230861,0.00031568713851259613,0.006702964806527051,0.0003329049114808683
Bike_Sharing_Demand,102.36241149227261,2.8752924389329495,5.665887756624183,0.039079483048954915,49.756751372759425,1.6732568956187777,94.25728685870835,2.425738171854898,44.50053548594893,1.0110349319645586,5.919639269510905,2254.599052667618,12.454392187812703,0.3785513462367193,35.62450202276279,1.1511109498631644,16.55123058868672,0.666380565071478,21.543374933087406,0.7042621767393877
MiamiHousing2016,0.16228541489675025,0.009085203026046743,-0.5960182483441469,0.05086925362495471,0.08082355324412245,0.003144879329831861,0.15665234839792466,0.00368023725358694,0.07582879515380221,0.0016906722529190525,1.1232247882419162,895.289528131485,0.027942995187802504,0.0016284972426449315,0.055527344929866024,0.002134791752017006,0.02416369240641607,0.0010948342706120836,0.035878010841361524,0.0014767332304538724
abalone,2.2081158,0.10834766,2.150883761030587,0.05861252413959647,1.1545845926171685,0.04106117244291077,2.2242204235725094,0.05756887292533765,1.0696358309553415,0.04363859289470688,0.28182315826416016,463.9766776561737,0.2961702235482713,0.007507822248633982,0.7925359637780889,0.02206363928678596,0.4504777891806761,0.030392728006402032,0.5130613255023455,0.018013748036270573
superconduct,12.384123855375865,0.28035494018614476,3.5718551748430505,0.045518149099431054,5.947218422061439,0.216458767140178,11.11618946088218,0.4847060224810581,5.168971038820742,0.27131316704151903,12.082344823413425,5167.416122436523,1.7494705424421373,0.047657512694641385,4.311945777193547,0.1696183312603343,1.6784113121427169,0.07230011589245518,2.5799425439261343,0.08590175777898724
diamonds,0.23408241656552986,0.0025249130304977334,-0.06185395955465806,0.013002681544452457,0.13062794291822538,0.001419046728126602,0.25437743386775225,0.0012978756621413433,0.12374949094952689,0.0005801357401522904,29.017209476894802,13568.42703294754,0.03960579203215886,0.0005846203841406257,0.09175049755134373,0.0009177220806768889,0.04053450255303031,0.00046323489880037433,0.05729693071217764,0.0006098647649025693
medical_charges,0.08171941497693878,0.001976693421852996,-1.2071005813173983,0.03350778561723423,0.03891886300166185,0.0005175718474233012,0.08182829299759828,0.0007072138671810367,0.042909429995936436,0.0003604638291836779,37.15849079026116,13254.12961435318,0.010017256318628485,0.00011400284144139541,0.025796694665129138,0.00030944516346869733,0.017670012139661084,0.00036499749028013473,0.017827987707806237,0.000250548098276451
nyc-taxi-green-dec-2016,0.3861590681951974,0.0022517003664335056,-0.04030450160100743,0.03332869803677709,0.1718218114124494,0.0013104176037306986,0.33479636291348724,0.002738708247993193,0.16297455150103782,0.0015476656810025557,70.86326874627008,30545.8584356308,0.06548718547711958,0.0007272438614496561,0.11938682199962997,0.0011782460521374699,0.04529352602491307,0.0003585026637614325,0.07672251116722087,0.0006143728479280948
